ID	Staat	Bundesland	Regierungsbezirk	Landkreis	Verwaltungszusammenschluss	Ort	Ortsteil	Gemeindeteil	Ort2	Längengrad	Breitengrad	Autokennzeichen
18140	DE	TH	-	Landkreis Eichsfeld	Verwaltungsgemeinschaft Dingelstädt	Helmsdorf	-	-	-	10.35	51.3	EIC
18141	DE	BY	Unterfranken	Landkreis Würzburg	-	Helmstadt	-	-	-	9.71	49.7611	WÜ
18142	DE	BW	Karlsruhe	Rhein-Neckar-Kreis	Verwaltungsgemeinschaft Waibstadt	Helmstadt-Bargen	-	-	-	9	49.31	HD
18143	DE	NI	-	Landkreis Helmstedt	-	Helmstedt	-	-	-	11	52.2333	HE
18144	DE	SH	-	Landkreis Plön	Amt Lütjenburg-Land	Helmstorf	-	-	-	10.6	54.2833	PLÖ
18145	DE	NI	-	Landkreis Schaumburg	Samtgemeinde Nienstädt	Helpsen	-	-	-	9.12521	52.3035	SHG
18146	DE	MV	-	Landkreis Mecklenburg-Strelitz	Amt Groß Miltzow	Helpt	-	-	-	13.6	53.5	MST
18147	DE	HE	Kassel	Landkreis Kassel	-	Helsa	-	-	-	9.68333	51.2667	KS
18148	DE	SH	-	Landkreis Dithmarschen	Amt Marne-Land	Helse	-	-	-	9.01667	53.9667	HEI
18149	DE	RP	-	Landkreis Südwestpfalz	Verbandsgemeinde Waldfischbach-Burgalben	Heltersberg	-	-	-	7.71667	49.3167	PS
18150	DE	NI	-	Landkreis Rotenburg (Wümme)	Samtgemeinde Fintel	Helvesiek	-	-	-	9.5	53.2167	ROW
18151	DE	BY	Oberpfalz	Landkreis Regensburg	-	Hemau	-	-	-	11.7822	49.0533	R
18152	DE	SH	-	Landkreis Pinneberg	Amt Rantzau	Hemdingen	-	-	-	9.83333	53.7667	PI
18153	DE	NW	Arnsberg	Märkischer Kreis	-	Hemer	-	-	-	7.76667	51.3833	MK
18154	DE	BY	Mittelfranken	Landkreis Erlangen-Höchstadt	-	Hemhofen	-	-	-	10.9333	49.6833	ERH
18155	DE	TH	-	Kyffhäuserkreis	Verwaltungsgemeinschaft An der Schmücke	Hemleben	-	-	-	11.2167	51.25	KYF
18156	DE	SH	-	Landkreis Dithmarschen	Amt Lunden	Hemme	-	-	-	9.01667	54.2833	HEI
18157	DE	RP	-	Landkreis Altenkirchen/Westerwald	Verbandsgemeinde Altenkirchen	Hemmelzen	-	-	-	7.58333	50.7	AK
18158	DE	BY	Mittelfranken	Landkreis Neustadt an der Aisch-Bad Windsheim	Verwaltungsgemeinschaft Uffenheim	Hemmersheim	-	-	-	10.1	49.5667	NEA
18159	DE	BW	Stuttgart	Landkreis Ludwigsburg	-	Hemmingen	-	-	-	9.03333	48.8667	LB
18160	DE	NI	-	Landkreis Region Hannover	-	Hemmingen	-	-	-	9.75	52.3167	H
18161	DE	SH	-	Landkreis Dithmarschen	Amt Heide-Land	Hemmingstedt	-	-	-	9.06667	54.15	HEI
18162	DE	NI	-	Landkreis Cuxhaven	Samtgemeinde Hemmoor	Hemmoor	-	-	-	9.11667	53.7	CUX
18163	DE	BW	Karlsruhe	Rhein-Neckar-Kreis	Verwaltungsgemeinschaft Hemsbach	Hemsbach	-	-	-	8.64639	49.5917	HD
18164	DE	NI	-	Landkreis Rotenburg (Wümme)	Samtgemeinde Bothel	Hemsbünde	-	-	-	9.46667	53.1	ROW
18165	DE	NW	Arnsberg	Landkreis Siegen-Wittgenstein	-	Bad Berleburg	Hemschlar	-	-	8.36558	51.015	SI
18166	DE	NI	-	Landkreis Rotenburg (Wümme)	Samtgemeinde Bothel	Hemslingen	-	-	-	9.6	53.0833	ROW
18167	DE	NI	-	Landkreis Diepholz	Samtgemeinde Rehden	Hemsloh	-	-	-	8.51667	52.6	DH
18168	DE	ST	-	Altmarkkreis Salzwedel	Verwaltungsgemeinschaft Gardelegen Stadt	Hemstedt	-	-	-	11.4333	52.5667	SAW
18169	DE	RP	-	Rhein-Hunsrück-Kreis	Verbandsgemeinde Kirchberg (Hunsrück)	Henau	-	-	-	7.5	49.8667	SIM
18170	DE	BY	Unterfranken	Landkreis Rhön-Grabfeld	Verwaltungsgemeinschaft Mellrichstadt	Hendungen	-	-	-	10.35	50.4	NES
18171	DE	BY	Mittelfranken	Landkreis Nürnberger Land	Verwaltungsgemeinschaft Henfenfeld	Henfenfeld	-	-	-	11.3833	49.5	LAU
18172	DE	TH	-	Landkreis Hildburghausen	Verwaltungsgemeinschaft Feldstein	Henfstädt	-	-	-	10.5833	50.5167	HBN
18173	DE	BY	Niederbayern	Landkreis Deggendorf	-	Hengersberg	-	-	-	13.05	48.7833	DEG
18174	DE	TH	-	Landkreis Schmalkalden-Meiningen	Erfüllende Gemeinde Meiningen	Henneberg	-	-	-	10.35	50.5	SM
18175	DE	NW	Köln	Rhein-Sieg-Kreis	-	Hennef	-	-	-	7.28333	50.7833	SU
18176	DE	BB	-	Landkreis Elbe-Elster	Amt Doberlug-Kirchhain und Umland	Hennersdorf	-	-	-	13.6	51.6333	EE
18177	DE	BB	-	Landkreis Märkisch-Oderland	Amt Rüdersdorf	Hennickendorf	-	-	-	13.85	52.5	MOL
18178	DE	BB	-	Landkreis Oberhavel	-	Hennigsdorf	-	-	-	13.2	52.6333	OHV
18179	DE	ST	-	Altmarkkreis Salzwedel	Verwaltungsgemeinschaft Salzwedel-Land	Henningen	-	-	-	10.9667	52.85	SAW
18180	DE	SH	-	Landkreis Dithmarschen	Amt Hennstedt	Hennstedt	-	-	-	9.16667	54.2833	HEI
18181	DE	SH	-	Landkreis Steinburg	Amt Kellinghusen-Land	Hennstedt	-	-	-	9.71667	54.0333	IZ
18182	DE	RP	-	Landkreis Bad Kreuznach	Verbandsgemeinde Kirn-Land	Hennweiler	-	-	-	7.43333	49.8167	KH
18183	DE	TH	-	Landkreis Sömmerda	Verwaltungsgemeinschaft Straußfurt	Henschleben	-	-	-	10.9667	51.1333	SÖM
18184	DE	RP	-	Landkreis Kusel	Verbandsgemeinde Glan-Münchweiler	Henschtal	-	-	-	7.4	49.4667	KUS
18185	DE	SH	-	Landkreis Segeberg	-	Henstedt-Ulzburg	-	-	-	10	53.7833	SE
18186	DE	RP	-	Landkreis Trier-Saarburg	Verbandsgemeinde Kell am See	Hentern	-	-	-	6.7	49.6167	TR
18187	DE	BY	Oberbayern	Landkreis Eichstätt	-	Hepberg	-	-	-	11.4667	48.8167	EI
18188	DE	HE	Darmstadt	Landkreis Bergstraße	-	Heppenheim (Bergstraße)	-	-	-	8.63722	49.6408	HP
18189	DE	NI	-	Landkreis Rotenburg (Wümme)	Samtgemeinde Tarmstedt	Hepstedt	-	-	-	9.08333	53.2667	ROW
18190	DE	BB	-	Landkreis Teltow-Fläming	Amt Niederer Fläming	Herbersdorf	-	-	-	13.3	51.8667	TF
18191	DE	BW	Tübingen	Landkreis Sigmaringen	Verwaltungsgemeinschaft Saulgau-Herbertingen	Herbertingen	-	-	-	9.43333	48.0667	SIG
18192	DE	BW	Freiburg	Landkreis Emmendingen	-	Herbolzheim	-	-	-	7.78333	48.2167	EM
18193	DE	RP	-	Landkreis Birkenfeld	Verbandsgemeinde Herrstein	Herborn	-	-	-	7.3	49.7667	BIR
18194	DE	HE	Gießen	Lahn-Dill-Kreis	-	Herborn	-	-	-	8.31667	50.6833	LDK
18195	DE	BW	Stuttgart	Landkreis Heidenheim	-	Herbrechtingen	-	-	-	10.1833	48.6167	HDH
18196	DE	TH	-	Unstrut-Hainich-Kreis	-	Herbsleben	-	-	-	10.8333	51.1167	UH
18197	DE	BY	Unterfranken	Landkreis Rhön-Grabfeld	Verwaltungsgemeinschaft Bad Königshofen im Grabfeld	Herbstadt	-	-	-	10.5	50.3333	NES
18198	DE	HE	Gießen	Vogelsbergkreis	-	Herbstein	-	-	-	9.35	50.55	VB
18199	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Neuerburg	Herbstmühle	-	-	-	6.21667	50	BIT
18200	DE	RP	-	Landkreis Kusel	Verbandsgemeinde Kusel	Herchweiler	-	-	-	7.3	49.5167	KUS
18201	DE	NW	Arnsberg	Ennepe-Ruhr-Kreis	-	Herdecke	-	-	-	7.43333	51.4	EN
18202	DE	RP	-	Landkreis Altenkirchen/Westerwald	-	Herdorf	-	-	-	7.95	50.7667	AK
18203	DE	BW	Tübingen	Landkreis Sigmaringen	Verwaltungsgemeinschaft Pfullendorf	Herdwangen-Schönach	-	-	-	9.2	47.85	SIG
18204	DE	BY	Schwaben	Landkreis Augsburg	Verwaltungsgemeinschaft Welden	Heretsried	-	-	-	10.7333	48.4667	A
18205	DE	NW	Detmold	Landkreis Herford	-	Herford	-	-	-	8.68333	52.1333	HF
18206	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Speicher	Herforst	-	-	-	6.7	49.95	BIT
18207	DE	BY	Schwaben	Landkreis Lindau (Bodensee)	-	Hergatz	-	-	-	9.83333	47.65	LI
18208	DE	RP	-	Landkreis Bad Kreuznach	Verbandsgemeinde Rüdesheim	Hergenfeld	-	-	-	7.76667	49.9	KH
18209	DE	RP	-	Westerwaldkreis	Verbandsgemeinde Westerburg	Hergenroth	-	-	-	7.96667	50.5833	WW
18210	DE	BY	Schwaben	Landkreis Lindau (Bodensee)	Verwaltungsgemeinschaft Sigmarszell	Hergensweiler	-	-	-	9.78333	47.6167	LI
18211	DE	RP	-	Landkreis Südliche Weinstraße	Verbandsgemeinde Bad Bergzabern	Hergersweiler	-	-	-	8.09167	49.0964	SÜW
18212	DE	ST	-	Landkreis Mansfelder Land	Verwaltungsgemeinschaft Mansfelder Grund-Helbra	Hergisdorf	-	-	-	11.4833	51.5333	ML
18213	DE	TH	-	Landkreis Nordhausen	Verwaltungsgemeinschaft Goldene Aue	Heringen/Helme	-	-	-	10.8833	51.4333	NDH
18214	DE	HE	Kassel	Landkreis Hersfeld-Rotenburg	-	Heringen (Werra)	-	-	-	10	50.8833	HEF
18215	DE	SH	-	Landkreis Ostholstein	Amt Oldenburg-Land	Heringsdorf	-	-	-	11.0167	54.3	OH
18216	DE	MV	-	Landkreis Ostvorpommern	-	Heringsdorf	-	-	-	14.1667	53.9667	OVP
18217	DE	RP	-	Landkreis Trier-Saarburg	Verbandsgemeinde Ruwer	Herl	-	-	-	6.81667	49.7333	TR
18218	DE	HE	Kassel	Werra-Meißner-Kreis	-	Herleshausen	-	-	-	10.1667	51.0167	ESW
18219	DE	NI	-	Landkreis Celle	-	Hermannsburg	-	-	-	10.0833	52.8333	CE
18220	DE	BW	Stuttgart	Landkreis Heidenheim	Verwaltungsgemeinschaft Giengen an der Brenz	Hermaringen	-	-	-	10.2667	48.6	HDH
18221	DE	ST	-	Landkreis Mansfelder Land	Verwaltungsgemeinschaft Wipper-Eine	Hermerode	-	-	-	11.2833	51.6	ML
18222	DE	RP	-	Landkreis Südwestpfalz	Verbandsgemeinde Waldfischbach-Burgalben	Hermersberg	-	-	-	7.63333	49.3167	PS
18223	DE	RP	-	Landkreis Trier-Saarburg	Verbandsgemeinde Hermeskeil	Hermeskeil	-	-	-	6.95	49.65	TR
18224	DE	ST	-	Ohrekreis	Verwaltungsgemeinschaft Hohe Börde	Hermsdorf	-	-	-	11.4833	52.1833	OK
18225	DE	TH	-	Saale-Holzland-Kreis	Verwaltungsgemeinschaft Hermsdorf	Hermsdorf	-	-	-	11.8667	50.9	SHK
18226	DE	BB	-	Landkreis Oberspreewald-Lausitz	Amt Ruhland	Hermsdorf	-	-	-	13.9	51.4167	OSL
18227	DE	SN	Dresden	Weißeritzkreis	-	Hermsdorf/Erzgebirge	-	-	-	13.6333	50.75	DW
18228	DE	NW	Arnsberg	Kreisfreie Stadt Herne	-	Herne	-	-	-	7.21667	51.55	HER
18229	DE	RP	-	Rhein-Lahn-Kreis	Verbandsgemeinde Katzenelnbogen	Herold	-	-	-	7.93333	50.2667	EMS
18230	DE	TH	-	Unstrut-Hainich-Kreis	Verwaltungsgemeinschaft Unstrut-Hainich	Heroldishausen	-	-	-	10.5167	51.1333	UH
18231	DE	BY	Oberfranken	Landkreis Forchheim	-	Heroldsbach	-	-	-	11	49.7	FO
18232	DE	BY	Mittelfranken	Landkreis Erlangen-Höchstadt	-	Heroldsberg	-	-	-	11.1556	49.5339	ERH
18233	DE	BW	Tübingen	Alb-Donau-Kreis	Verwaltungsgemeinschaft Laichinger Alb	Heroldstatt	-	-	-	9.66667	48.45	UL
18234	DE	TH	-	Landkreis Schmalkalden-Meiningen	Erfüllende Gemeinde Meiningen	Herpf	-	-	-	10.3333	50.5833	SM
18235	DE	BW	Stuttgart	Landkreis Böblingen	-	Herrenberg	-	-	-	8.86667	48.6	BB
18236	DE	ST	-	Burgenlandkreis	Verwaltungsgemeinschaft An der Finne	Herrengosserstedt	-	-	-	11.4833	51.15	BLK
18237	DE	TH	-	Landkreis Gotha	Verwaltungsgemeinschaft Apfelstädtaue	Herrenhof	-	-	-	10.6833	50.8333	GTH
18238	DE	RP	-	Landkreis Kusel	Verbandsgemeinde Lauterecken	Herren-Sulzbach	-	-	-	7.53333	49.65	KUS
18239	DE	RP	-	Landkreis Mayen-Koblenz	Verbandsgemeinde Vordereifel	Herresbach	-	-	-	7.01667	50.3667	MYK
18240	DE	BY	Mittelfranken	Landkreis Ansbach	-	Herrieden	-	-	-	10.5167	49.2333	AN
18241	DE	BW	Freiburg	Landkreis Waldshut	Verwaltungsgemeinschaft Säckingen	Herrischried	-	-	-	8	47.6667	WT
18242	DE	TH	-	Landkreis Nordhausen	Verwaltungsgemeinschaft Hohnstein/Südharz	Herrmannsacker	-	-	-	10.8667	51.55	NDH
18243	DE	BY	Niederbayern	Landkreis Kelheim	Verwaltungsgemeinschaft Langquaid	Herrngiersdorf	-	-	-	12.0667	48.8	KEH
18244	DE	SN	Dresden	Landkreis Löbau-Zittau	Verwaltungsgemeinschaft Herrnhut	Herrnhut	-	-	-	14.75	51.0167	ZI
18245	DE	TH	-	Landkreis Sömmerda	Verwaltungsgemeinschaft Kindelbrück	Herrnschwende	-	-	-	11	51.2167	SÖM
18246	DE	BY	Oberbayern	Landkreis Starnberg	-	Herrsching am Ammersee	-	-	-	11.1833	48	STA
18247	DE	RP	-	Landkreis Birkenfeld	Verbandsgemeinde Herrstein	Herrstein	-	-	-	7.33333	49.7833	BIR
18248	DE	BY	Mittelfranken	Landkreis Nürnberger Land	-	Hersbruck	-	-	-	11.4339	49.5125	LAU
18249	DE	RP	-	Westerwaldkreis	Verbandsgemeinde Selters	Herschbach	-	-	-	7.73333	50.5833	WW
18250	DE	RP	-	Westerwaldkreis	Verbandsgemeinde Wallmerod	Herschbach (Oberwesterwald)	-	-	-	7.93333	50.5	WW
18251	DE	RP	-	Landkreis Südwestpfalz	Verbandsgemeinde Wallhalben	Herschberg	-	-	-	7.55	49.3	PS
18252	DE	RP	-	Landkreis Ahrweiler	Verbandsgemeinde Adenau	Herschbroich	-	-	-	6.96667	50.3667	AW
18253	DE	TH	-	Ilm-Kreis	Verwaltungsgemeinschaft Langer Berg	Herschdorf	-	-	-	11.05	50.6167	IK
18254	DE	NW	Arnsberg	Märkischer Kreis	-	Herscheid	-	-	-	7.75	51.1833	MK
18255	DE	RP	-	Landkreis Kusel	Verbandsgemeinde Glan-Münchweiler	Herschweiler-Pettersheim	-	-	-	7.35	49.4833	KUS
18256	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Prüm	Hersdorf	-	-	-	6.51667	50.1667	BIT
18257	DE	NW	Münster	Landkreis Recklinghausen	-	Herten	-	-	-	7.13333	51.6	RE
18258	DE	RP	-	Landkreis Bad Dürkheim	Verbandsgemeinde Freinsheim	Herxheim am Berg	-	-	-	8.17917	49.5092	DÜW
18259	DE	RP	-	Landkreis Südliche Weinstraße	Verbandsgemeinde Herxheim	Herxheim bei Landau/Pfalz	-	-	-	8.20528	49.1517	SÜW
18260	DE	RP	-	Landkreis Südliche Weinstraße	Verbandsgemeinde Herxheim	Herxheimweyher	-	-	-	8.255	49.1525	SÜW
18261	DE	MV	-	Landkreis Parchim	Amt Ture	Herzberg	-	-	-	11.9333	53.5333	PCH
18262	DE	BB	-	Landkreis Ostprignitz-Ruppin	Amt Lindow (Mark)	Herzberg	-	-	-	12.9833	52.9	OPR
18263	DE	NI	-	Landkreis Osterode am Harz	-	Herzberg am Harz	-	-	-	10.3333	51.65	OHA
18264	DE	BB	-	Landkreis Elbe-Elster	-	Herzberg (Elster)	-	-	-	13.2333	51.6833	EE
18265	DE	NW	Detmold	Landkreis Gütersloh	-	Herzebrock-Clarholz	-	-	-	8.21667	51.9	GT
18266	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Arzfeld	Herzfeld	-	-	-	6.21667	50.1333	BIT
18267	DE	MV	-	Landkreis Parchim	Amt Parchim-Land	Herzfeld	-	-	-	11.7667	53.3333	PCH
18268	DE	BB	-	Landkreis Uckermark	Amt Templin-Land	Herzfelde	-	-	-	13.6	53.2	UM
18269	DE	BB	-	Landkreis Märkisch-Oderland	Amt Rüdersdorf	Herzfelde	-	-	-	13.8667	52.4667	MOL
18270	DE	SH	-	Landkreis Steinburg	Amt Herzhorn	Herzhorn	-	-	-	9.48333	53.7833	IZ
18271	DE	NI	-	Landkreis Emsland	Samtgemeinde Herzlake	Herzlake	-	-	-	7.6	52.7	EL
18272	DE	BY	Mittelfranken	Landkreis Erlangen-Höchstadt	-	Herzogenaurach	-	-	-	10.8833	49.55	ERH
18273	DE	NW	Köln	Landkreis Aachen	-	Herzogenrath	-	-	-	6.1	50.8667	AC
18274	DE	BB	-	Landkreis Uckermark	Amt Angermünde-Land	Herzsprung	-	-	-	13.9833	52.9833	UM
18275	DE	BB	-	Landkreis Ostprignitz-Ruppin	-	Wittstock/Dosse	Herzsprung	-	-	12.4667	53.0667	OPR
18276	DE	NI	-	Landkreis Leer	Samtgemeinde Hesel	Hesel	-	-	-	7.6	53.3	LER
18277	DE	NI	-	Landkreis Schaumburg	Samtgemeinde Nienstädt	Hespe	-	-	-	9.1101	52.3248	SHG
18278	DE	BY	Mittelfranken	Landkreis Erlangen-Höchstadt	Verwaltungsgemeinschaft Heßdorf	Heßdorf	-	-	-	10.9167	49.6333	ERH
18279	DE	ST	-	Landkreis Wernigerode	-	Aue-Fallstein	Hessen	-	-	10.7833	52.0167	HBS
18280	DE	HE	Darmstadt	Odenwaldkreis	-	Hesseneck	-	-	-	9.06333	49.565	ERB
18281	DE	RP	-	Rhein-Pfalz-Kreis	Verbandsgemeinde Heßheim	Heßheim	-	-	-	8.30778	49.5458	LU
18282	DE	BW	Stuttgart	Landkreis Ludwigsburg	-	Hessigheim	-	-	-	9.2	48.9833	LB
18283	DE	HE	Kassel	Werra-Meißner-Kreis	-	Hessisch Lichtenau	-	-	-	9.71667	51.2	ESW
18284	DE	NI	-	Landkreis Hameln-Pyrmont	-	Hessisch Oldendorf	-	-	-	9.25	52.1667	HM
18285	DE	TH	-	Landkreis Schmalkalden-Meiningen	Erfüllende Gemeinde Breitungen	Heßles	-	-	-	10.4167	50.75	SM
18286	DE	RP	-	Landkreis Cochem-Zell	Verbandsgemeinde Zell	Hesweiler	-	-	-	7.28333	50.05	COC
18287	DE	ST	-	Landkreis Quedlinburg	Verwaltungsgemeinschaft Ballenstedt - Bode-Selke-Aue	Heteborn	-	-	-	11.2833	51.8833	QLB
18288	DE	SH	-	Landkreis Pinneberg	Amt Haseldorf	Hetlingen	-	-	-	9.63333	53.6	PI
18289	DE	TH	-	Landkreis Weimarer Land	Verwaltungsgemeinschaft Mellingen	Hetschburg	-	-	-	11.3	50.9167	AP
18290	DE	RP	-	Landkreis Südwestpfalz	Verbandsgemeinde Wallhalben	Hettenhausen	-	-	-	7.55	49.3333	PS
18291	DE	RP	-	Landkreis Bad Dürkheim	Verbandsgemeinde Hettenleidelheim	Hettenleidelheim	-	-	-	8.07361	49.5356	DÜW
18292	DE	RP	-	Landkreis Birkenfeld	Verbandsgemeinde Herrstein	Hettenrodt	-	-	-	7.25	49.7333	BIR
18293	DE	BY	Oberbayern	Landkreis Pfaffenhofen an der Ilm	Verwaltungsgemeinschaft Ilmmünster-Hettenshausen	Hettenshausen	-	-	-	11.5	48.5	PAF
18294	DE	BW	Tübingen	Landkreis Sigmaringen	-	Hettingen	-	-	-	9.23333	48.2167	SIG
18295	DE	BY	Unterfranken	Landkreis Würzburg	-	Hettstadt	-	-	-	9.815	49.7994	WÜ
18296	DE	ST	-	Landkreis Mansfelder Land	Verwaltungsgemeinschaft Hettstedt	Hettstedt	-	-	-	11.5	51.65	ML
18297	DE	RP	-	Landkreis Bernkastel-Wittlich	Verbandsgemeinde Wittlich-Land	Hetzerath	-	-	-	6.81667	49.8833	WIL
18298	DE	BY	Oberfranken	Landkreis Forchheim	Verwaltungsgemeinschaft Dormitz	Hetzles	-	-	-	11.1333	49.6333	FO
18299	DE	BW	Stuttgart	Ostalbkreis	-	Heubach	-	-	-	9.93333	48.7833	AA
18300	DE	HE	Gießen	Landkreis Gießen	-	Heuchelheim	-	-	-	8.63333	50.5833	GI
18301	DE	RP	-	Rhein-Pfalz-Kreis	Verbandsgemeinde Heßheim	Heuchelheim bei Frankenthal	-	-	-	8.29083	49.5631	LU
18302	DE	RP	-	Landkreis Südliche Weinstraße	Verbandsgemeinde Landau-Land	Heuchelheim-Klingen	-	-	-	8.055	49.1453	SÜW
18303	DE	BW	Stuttgart	Ostalbkreis	-	Heuchlingen	-	-	-	9.95	48.85	AA
18304	DE	ST	-	Burgenlandkreis	Verwaltungsgemeinschaft Droyßiger-Zeitzer Forst	Heuckewalde	-	-	-	12.1667	50.9667	BLK
18305	DE	ST	-	Landkreis Wernigerode	Verwaltungsgemeinschaft Nordharz	Heudeber	-	-	-	10.85	51.9	WR
18306	DE	SN	Leipzig	Landkreis Leipziger Land	Verwaltungsgemeinschaft Regis-Breitingen-Deutzen-Heuersdorf	Heuersdorf	-	-	-	12.4	51.1167	L
18307	DE	NI	-	Landkreis Schaumburg	Samtgemeinde Lindhorst	Heuerßen	-	-	-	9.28457	52.334	SHG
18308	DE	TH	-	Landkreis Altenburger Land	Verwaltungsgemeinschaft Oberes Sprottental	Heukewalde	-	-	-	12.2724	50.8384	ABG
18309	DE	RP	-	Landkreis Altenkirchen/Westerwald	Verbandsgemeinde Altenkirchen	Heupelzen	-	-	-	7.61667	50.7167	AK
18310	DE	HE	Darmstadt	Landkreis Offenbach	-	Heusenstamm	-	-	-	8.8	50.0667	OF
18311	DE	BY	Unterfranken	Landkreis Rhön-Grabfeld	Verwaltungsgemeinschaft Heustreu	Heustreu	-	-	-	10.25	50.35	NES
18312	DE	SL	-	Landkreis Stadtverband Saarbrücken	-	Heusweiler	-	-	-	6.93333	49.35	SB
18313	DE	TH	-	Landkreis Eichsfeld	Verwaltungsgemeinschaft Leinetal	Heuthen	-	-	-	10.2333	51.3333	EIC
18314	DE	BW	Freiburg	Landkreis Breisgau-Hochschwarzwald	Verwaltungsgemeinschaft Gundelfingen	Heuweiler	-	-	-	7.9	48.05	FR
18315	DE	RP	-	Westerwaldkreis	Verbandsgemeinde Hachenburg	Heuzert	-	-	-	7.75	50.7	WW
18316	DE	NI	-	Landkreis Holzminden	Samtgemeinde Bodenwerder	Heyen	-	-	-	9.51667	52.0167	HOL
18317	DE	TH	-	Unstrut-Hainich-Kreis	-	Heyerode	-	-	-	10.3167	51.1667	UH
18318	DE	TH	-	Kyffhäuserkreis	Verwaltungsgemeinschaft Mittelzentrum Artern	Heygendorf	-	-	-	11.3667	51.35	KYF
18319	DE	SN	Dresden	Landkreis Meißen	-	Heynitz	-	-	-	13.3833	51.1	MEI
18320	DE	NW	Detmold	Landkreis Herford	-	Hiddenhausen	-	-	-	8.61667	52.1667	HF
18321	DE	TH	-	Landkreis Greiz	Verwaltungsgemeinschaft Ländereck	Hilbersdorf	-	-	-	12.15	50.8167	GRZ
18322	DE	SN	Chemnitz	Landkreis Freiberg	Verwaltungsgemeinschaft Halsbrücke	Hilbersdorf	-	-	-	13.4	50.9	FG
18323	DE	NW	Arnsberg	Landkreis Siegen-Wittgenstein	-	Hilchenbach	-	-	-	8.1	50.9833	SI
18324	DE	TH	-	Landkreis Hildburghausen	-	Hildburghausen	-	-	-	10.723922177567	50.43950110601	HBN
18325	DE	TH	-	Unstrut-Hainich-Kreis	Verwaltungsgemeinschaft Hildebrandshausen Lengenfeld/Stein	Hildebrandshausen	-	-	-	10.2167	51.2	UH
18326	DE	NW	Düsseldorf	Landkreis Mettmann	-	Hilden	-	-	-	6.93333	51.1667	ME
18327	DE	HE	Kassel	Landkreis Fulda	-	Hilders	-	-	-	10	50.5667	FD
18328	DE	NI	-	Landkreis Hildesheim	-	Hildesheim	-	-	-	9.96667	52.15	HI
18329	DE	BW	Stuttgart	Landkreis Böblingen	-	Hildrizhausen	-	-	-	8.96667	48.6167	BB
18330	DE	RP	-	Landkreis Altenkirchen/Westerwald	Verbandsgemeinde Altenkirchen	Hilgenroth	-	-	-	7.65	50.7333	AK
18331	DE	NI	-	Landkreis Nienburg (Weser)	Samtgemeinde Grafschaft Hoya	Hilgermissen	-	-	-	9.15605	52.8442	NI
18332	DE	RP	-	Westerwaldkreis	Verbandsgemeinde Höhr-Grenzhausen	Hilgert	-	-	-	7.7	50.45	WW
18333	DE	BY	Oberbayern	Landkreis Dachau	-	Hilgertshausen-Tandern	-	-	-	11.3333	48.4333	DAH
18334	DE	NI	-	Landkreis Emsland	Samtgemeinde Nordhümmling	Hilkenbrook	-	-	-	7.7	52.9833	EL
18335	DE	NW	Detmold	Landkreis Minden-Lübbecke	-	Hille	-	-	-	8.75	52.3333	MI
18336	DE	NI	-	Landkreis Gifhorn	Samtgemeinde Meinersen	Hillerse	-	-	-	10.4	52.4167	GF
18337	DE	ST	-	Ohrekreis	Verwaltungsgemeinschaft Elbe-Heide	Hillersleben	-	-	-	11.4833	52.2667	OK
18338	DE	RP	-	Landkreis Daun	Verbandsgemeinde Hillesheim	Hillesheim	-	-	-	6.66667	50.3	DAU
18339	DE	RP	-	Landkreis Mainz-Bingen	Verbandsgemeinde Guntersblum	Hillesheim	-	-	-	8.25611	49.7764	MZ
18340	DE	SH	-	Landkreis Dithmarschen	Amt Wesselburen-Land	Hillgroven	-	-	-	8.88333	54.2167	HEI
18341	DE	BB	-	Landkreis Elbe-Elster	Amt Schlieben	Hillmersdorf	-	-	-	13.4833	51.7167	EE
18342	DE	RP	-	Westerwaldkreis	Verbandsgemeinde Höhr-Grenzhausen	Hillscheid	-	-	-	7.7	50.4	WW
18343	DE	BY	Mittelfranken	Landkreis Roth	-	Hilpoltstein	-	-	-	11.1886	49.19	RH
18344	DE	RP	-	Landkreis Bernkastel-Wittlich	Verbandsgemeinde Thalfang am Erbeskopf	Hilscheid	-	-	-	7	49.7333	WIL
18345	DE	RP	-	Landkreis Südwestpfalz	Verbandsgemeinde Pirmasens-Land	Hilst	-	-	-	7.53333	49.1333	PS
18346	DE	BY	Schwaben	Landkreis Augsburg	Verwaltungsgemeinschaft Langerringen	Hiltenfingen	-	-	-	10.7167	48.1667	A
18347	DE	NI	-	Landkreis Osnabrück	-	Hilter am Teutoburger Wald	-	-	-	8.15	52.15	OS
18348	DE	BY	Oberfranken	Landkreis Forchheim	Verwaltungsgemeinschaft Gräfenberg	Hiltpoltstein	-	-	-	11.3167	49.6667	FO
18349	DE	BW	Freiburg	Landkreis Konstanz	-	Hilzingen	-	-	-	8.78333	47.7667	KN
18350	DE	NI	-	Landkreis Uelzen	Samtgemeinde Bevensen	Himbergen	-	-	-	10.7333	53.1	UE
18351	DE	BY	Oberfranken	Landkreis Kulmbach	-	Himmelkron	-	-	-	11.6	50.0667	KU
