ID	Staat	Bundesland	Regierungsbezirk	Landkreis	Verwaltungszusammenschluss	Ort	Ortsteil	Gemeindeteil	Ort2	Längengrad	Breitengrad	Autokennzeichen
33888	BE	BE-WAL	Liège	Waremme	-	Wasseiges	Meeffe	-	-	5.0166667	50.6166667	-
33889	BE	BE-VLG	Vlaams Brabant	Leuven	-	Tielt-Winge	Meensel-Kiezegem	-	-	4.9333333	50.9	-
33890	BE	BE-VLG	Antwerpen	Turnhout	-	Hoogstraten	Meer	-	-	4.7333333	51.4333333	-
33891	BE	BE-VLG	Vlaams Brabant	Leuven	-	Kortenberg	Meerbeek	-	-	4.6	50.8833333	-
33892	BE	BE-VLG	Oost-Vlaanderen	Aalst	-	Ninove	Meerbeke	-	-	4.0333333	50.8333333	-
33893	BE	BE-VLG	Oost-Vlaanderen	Sint-Niklaas	-	Sint-Gillis-Waas	Meerdonk	-	-	4.15	51.2666667	-
33894	BE	BE-VLG	Antwerpen	Turnhout	-	Meerhout	-	-	-	4.75	51.35	-
33895	BE	BE-VLG	Antwerpen	Turnhout	-	Hoogstraten	Meerle	-	-	4.8	51.4666667	-
33896	BE	BE-VLG	Limburg	Tongeren	-	Maasmechelen	Meeswijk	-	-	5.75	51	-
33897	BE	BE-VLG	West-Vlaanderen	Brugge	-	Zuienkerke	Meetkerke	-	-	3.15	51.2333333	-
33898	BE	BE-VLG	Limburg	Maaseik	-	Meeuwen-Gruitrode	Meeuwen	-	-	5.5166667	51.1	-
33899	BE	BE-WAL	Namur	Virton	-	Eghezée	Mehaigne	-	-	4.8666667	50.6	-
33900	BE	BE-VLG	Oost-Vlaanderen	Gent	-	Deinze	Meigem	-	-	3.5333333	51.0166667	-
33901	BE	BE-VLG	Oost-Vlaanderen	Oudenaarde	-	Zwalm	Meilegem	-	-	3.7	50.9	-
33902	BE	BE-VLG	Vlaams Brabant	Halle-Vilvoorde	-	Meise	Meise	-	-	4.3333333	50.9333333	-
33903	BE	BE-WAL	Luxembourg	Virton	-	Meix-devant-Virton	Meix-devant-Virton	-	-	5.4833333	49.6	-
33904	BE	BE-WAL	Luxembourg	Virton	-	Saint-Léger	Meix-le-Tige	-	-	5.7166667	49.6166667	-
33905	BE	BE-VLG	Oost-Vlaanderen	Oudenaarde	-	Oudenaarde	Melden	-	-	3.5666667	50.8166667	-
33906	BE	BE-VLG	Vlaams Brabant	Leuven	-	Hoegaarden	Meldert	-	-	4.8333333	50.7833333	-
33907	BE	BE-VLG	Oost-Vlaanderen	Aalst	-	Aalst	Meldert	-	-	4.1333333	50.9333333	-
33908	BE	BE-VLG	Limburg	Hasselt	-	Lummen	Meldert	-	-	5.1333333	51	-
33909	BE	BE-WAL	Liège	Liège	-	Soumagne	Melen	-	-	5.7333333	50.65	-
33910	BE	BE-WAL	Brabant Wallon	Nivelles	-	Jodoigne	Mélin	-	-	4.8333333	50.7333333	-
33911	BE	BE-VLG	Vlaams Brabant	Leuven	-	Linter	Melkwezer	-	-	5.0666667	50.8166667	-
33912	BE	BE-VLG	Oost-Vlaanderen	Gent	-	Melle	Melle	-	-	3.8	51	-
33913	BE	BE-WAL	Brabant Wallon	Nivelles	-	Villers-la-Ville	Mellery	-	-	4.5666667	50.5833333	-
33914	BE	BE-WAL	Liège	Tournai	-	Tournai	Melles	-	-	3.3666667	50.6333333	-
33915	BE	BE-WAL	Hainaut	Charleroi	-	Les Bons Villers	Mellet	-	-	4.4666667	50.5	-
33916	BE	BE-WAL	Luxembourg	Neufchâteau	-	Léglise	Mellier	-	-	5.5333333	49.7166667	-
33917	BE	BE-VLG	Vlaams Brabant	Halle-Vilvoorde	-	Steenokkerzeel	Melsbroek	-	-	4.4833333	50.9166667	-
33918	BE	BE-VLG	Oost-Vlaanderen	Sint-Niklaas	-	Beveren	Melsele	-	-	4.2833333	51.2166667	-
33919	BE	BE-VLG	Oost-Vlaanderen	Gent	-	Merelbeke	Melsen	-	-	3.7	50.9666667	-
33920	BE	BE-WAL	Liège	Virviers	-	Baelen	Membach	-	-	6	50.6166667	-
33921	BE	BE-WAL	Namur	Dinant	-	Vresse-sur-Semois	Membre	-	-	4.9	49.8666667	-
33922	BE	BE-VLG	Limburg	Tongeren	-	Riemst	Membruggen	-	-	5.5333333	50.8166667	-
33923	BE	BE-VLG	Oost-Vlaanderen	Gent	-	Gent	Mendonk	-	-	3.8166667	51.15	-
33924	BE	BE-VLG	West-Vlaanderen	Kortrijk	-	Menen	Menen	-	-	3.1166667	50.8	-
33925	BE	BE-WAL	Hainaut	Thuin	-	Merbes-le-Château	Merbes-le-Château	-	-	4.15	50.3166667	-
33926	BE	BE-WAL	Hainaut	Thuin	-	Merbes-le-Château	Merbes-Sainte-Marie	-	-	4.15	50.35	-
33927	BE	BE-VLG	Vlaams Brabant	Halle-Vilvoorde	-	Merchtem	Merchtem	-	-	4.2333333	50.9666667	-
33928	BE	BE-WAL	Liège	Waremme	-	Hannut	Merdorp	-	-	5	50.65	-
33929	BE	BE-VLG	Oost-Vlaanderen	Aalst	-	Erpe-Mere	Mere	-	-	3.9666667	50.9166667	-
33930	BE	BE-VLG	Oost-Vlaanderen	Gent	-	Merelbeke	Merelbeke	-	-	3.75	51	-
33931	BE	BE-VLG	Oost-Vlaanderen	Gent	-	Nevele	Merendree	-	-	3.5833333	51.0833333	-
33932	BE	BE-VLG	West-Vlaanderen	Diksmuide	-	Houthulst	Merkem	-	-	2.85	50.95	-
33933	BE	BE-VLG	Antwerpen	Antwerpen	-	Antwerpen	Merksem	-	-	4.45	51.25	-
33934	BE	BE-VLG	Antwerpen	Turnhout	-	Merksplas	-	-	-	4.8666667	51.3666667	-
33935	BE	BE-WAL	Namur	Philippeville	-	Philippeville	Merlemont	-	-	4.6166667	50.1833333	-
33936	BE	BE-VLG	West-Vlaanderen	Leper	-	Mesen	-	-	-	2.9	50.7666667	-
33937	BE	BE-WAL	Hainaut	Ath	-	Ath	Meslin-l'Evêque	-	-	3.85	50.65	-
33938	BE	BE-WAL	Namur	Dinant	-	Houyet	Mesnil-Eglise	-	-	4.9666667	50.1666667	-
33939	BE	BE-WAL	Namur	Dinant	-	Houyet	Mesnil-Saint-Blaise	-	-	4.8833333	50.1666667	-
33940	BE	BE-VLG	Oost-Vlaanderen	Dendermonde	-	Dendermonde	Mespelare	-	-	4.0666667	51	-
33941	BE	BE-WAL	Luxembourg	Arlon	-	Messancy	Messancy	-	-	5.8166667	49.6	-
33942	BE	BE-VLG	Vlaams Brabant	Leuven	-	Scherpenheuvel-Zichem	Messelbroek	-	-	4.9333333	51	-
33944	BE	BE-WAL	Hainaut	Mons	-	Mons	Mesvin	-	-	3.95	50.4166667	-
33945	BE	BE-VLG	Limburg	Tongeren	-	Heers	Mettekoven	-	-	5.2833333	50.7833333	-
33946	BE	BE-WAL	Namur	Virton	-	Mettet	Mettet	-	-	4.6666667	50.3166667	-
33947	BE	BE-VLG	West-Vlaanderen	Tielt	-	Meulebeke	-	-	-	3.2833333	50.95	-
33948	BE	BE-WAL	Namur	Virton	-	La Bruyère	Meux	-	-	4.7833333	50.55	-
33949	BE	BE-WAL	Hainaut	Ath	-	Brugelette	Mévergnies-lez-Lens	-	-	3.85	50.6	-
33950	BE	BE-WAL	Liège	Virviers	-	Amel	Meyrode	-	-	6.1891667	50.3291667	-
33951	BE	BE-VLG	Oost-Vlaanderen	Oudenaarde	-	Brakel	Michelbeke	-	-	3.7666667	50.8333333	-
33952	BE	BE-WAL	Liège	Liège	-	Soumagne	Micheroux	-	-	5.7166667	50.6166667	-
33953	BE	BE-VLG	Oost-Vlaanderen	Eeklo	-	Maldegem	Middelburg	-	-	3.4166667	51.25	-
33954	BE	BE-VLG	West-Vlaanderen	Oostende	-	Middelkerke	Middelkerke	-	-	2.8166667	51.1833333	-
33955	BE	BE-WAL	Namur	Dinant	-	Havelange	Miécret	-	-	5.25	50.3666667	-
33956	BE	BE-VLG	Limburg	Hasselt	-	Gingelom	Mielen-boven-Aalst	-	-	5.2	50.75	-
33957	BE	BE-WAL	Hainaut	Soignies	-	Le Roeulx	Mignault	-	-	4.15	50.5333333	-
33958	BE	BE-VLG	Limburg	Tongeren	-	Riemst	Millen	-	-	5.55	50.7833333	-
33959	BE	BE-WAL	Liège	Liège	-	Herstal	Milmort	-	-	5.6	50.7	-
33960	BE	BE-VLG	Antwerpen	Turnhout	-	Hoogstraten	Minderhout	-	-	4.7666667	51.4166667	-
33961	BE	BE-WAL	Luxembourg	Neufchâteau	-	Saint-Hubert	Mirwart	-	-	5.2666667	50.05	-
33962	BE	BE-WAL	Liège	Huy	-	Modave	Modave	-	-	5.3	50.45	-
33963	BE	BE-VLG	Limburg	Tongeren	-	Voeren	Moelingen	-	-	5.7166667	50.75	-
33964	BE	BE-VLG	West-Vlaanderen	Kortrijk	-	Zwevegem	Moen	-	-	3.4	50.7666667	-
33965	BE	BE-VLG	Oost-Vlaanderen	Aalst	-	Geraardsbergen	Moerbeke	-	-	3.9166667	50.75	-
33966	BE	BE-VLG	Oost-Vlaanderen	Gent	-	Moerbeke-Waas	-	-	-	3.9374999	51.1738888	-
33967	BE	BE-VLG	West-Vlaanderen	Oostende	-	Gistel	Moere	-	-	2.95	51.1166667	-
33968	BE	BE-VLG	West-Vlaanderen	Brugge	-	Damme	Moerkerke	-	-	3.3333333	51.25	-
33969	BE	BE-VLG	Oost-Vlaanderen	Dendermonde	-	Hamme	Moerzeke	-	-	4.15	51.0666667	-
33971	BE	BE-WAL	Liège	Huy	-	Wanze	Moha	-	-	5.1666667	50.55	-
33972	BE	BE-WAL	Namur	Dinant	-	Hamois	Mohiville	-	-	5.1833333	50.3166667	-
33973	BE	BE-WAL	Namur	Virton	-	Sambreville	Moignelée	-	-	4.5666667	50.4333333	-
33974	BE	BE-WAL	Luxembourg	Neufchâteau	-	Libramont-Chevigny	Moircy	-	-	5.4666667	49.9833333	-
33975	BE	BE-VLG	Antwerpen	Turnhout	-	Mol	-	-	-	5.1	51.1833333	-
33976	BE	BE-WAL	Liège	Tournai	-	Celles	Molenbaix	-	-	3.4166667	50.6833333	-
33977	BE	BE-BRU	-	-	-	Bruxelles	Molenbeek-Saint-Jean	-	-	4.3166667	50.85	-
33978	BE	BE-VLG	Vlaams Brabant	Leuven	-	Bekkevoort	Molenbeek-Wersbeek	-	-	4.95	50.9166667	-
33979	BE	BE-VLG	Limburg	Maaseik	-	Kinrooi	Molenbeersel	-	-	5.7333333	51.1666667	-
33980	BE	BE-VLG	Vlaams Brabant	Leuven	-	Diest	Molenstede	-	-	5.0166667	51	-
33981	BE	BE-VLG	Vlaams Brabant	Halle-Vilvoorde	-	Asse	Mollem	-	-	4.2333333	50.9333333	-
33982	BE	BE-WAL	Liège	Waremme	-	Remicourt	Momalle	-	-	5.3833333	50.6833333	-
33983	BE	BE-WAL	Hainaut	Thuin	-	Momignies	Momignies	-	-	4.1666667	50.0333333	-
33984	BE	BE-WAL	Namur	Dinant	-	Bièvre	Monceau-en-Ardenne	-	-	5.0666667	49.9166667	-
33985	BE	BE-WAL	Hainaut	Thuin	-	Momignies	Monceau-Imbrechies	-	-	4.2166667	50.0333333	-
33986	BE	BE-WAL	Hainaut	Charleroi	-	Charleroi	Monceau-sur-Sambre	-	-	4.3666667	50.4166667	-
33987	BE	BE-WAL	Hainaut	Mons	-	Mons	Mons	-	-	3.9333333	50.45	-
33988	BE	BE-WAL	Liège	Liège	-	Flémalle	Mons-lez-Liège	-	-	5.4333333	50.6	-
33989	BE	BE-WAL	Brabant Wallon	Nivelles	-	Nivelles	Monstreux	-	-	4.2833333	50.6	-
33990	BE	BE-WAL	Luxembourg	Bastogne	-	Houffalize	Mont	-	-	5.7666667	50.15	-
33991	BE	BE-WAL	Namur	Dinant	-	Yvoir	?	Mont	-	4.9	50.35	-
33992	BE	BE-WAL	Liège	Tournai	-	Mont-de-l'Enclus	Mont-de-l'Enclus	-	-	3.5	50.75	-
33993	BE	BE-WAL	Hainaut	Thuin	-	Sivry-Rance	Montbliart	-	-	4.2333333	50.1333333	-
33994	BE	BE-WAL	Liège	Liège	-	Saint-Nicolas	Montegnée	-	-	5.5166667	50.65	-
33995	BE	BE-VLG	Limburg	Hasselt	-	Gingelom	Montenaken	-	-	5.1166667	50.7166667	-
33996	BE	BE-WAL	Namur	Dinant	-	Rochefort	Mont-Gauthier	-	-	5.1333333	50.2166667	-
33997	BE	BE-WAL	Hainaut	Charleroi	-	Montigny-le-Tilleul	Montigny-le-Tilleul	-	-	4.3666667	50.3833333	-
33998	BE	BE-WAL	Hainaut	Mons	-	Lens	Montignies-lez-Lens	-	-	3.9333333	50.5666667	-
33999	BE	BE-WAL	Hainaut	Thuin	-	Erquelinnes	Montignies-Saint-Christophe	-	-	4.1833333	50.2833333	-
34000	BE	BE-WAL	Hainaut	Mons	-	Honnelles	Montignies-sur-Roc	-	-	3.7166667	50.3666667	-
34001	BE	BE-WAL	Hainaut	Charleroi	-	Charleroi	Montignies-sur-Sambre	-	-	4.5	50.4	-
34002	BE	BE-WAL	Luxembourg	Bastogne	-	Gouvy	Montleban	-	-	5.8333333	50.2	-
34003	BE	BE-WAL	Hainaut	Ath	-	Frasnes-lez-Anvaing	Montroeul-au-Bois	-	-	3.5666667	50.6333333	-
34004	BE	BE-WAL	Hainaut	Mons	-	Hensies	Montroeul-sur-Haine	-	-	3.7	50.4333333	-
34005	BE	BE-WAL	Brabant Wallon	Nivelles	-	Ramillies	Mont-Saint-André	-	-	4.8666667	50.65	-
34006	BE	BE-WAL	Liège	Tournai	-	Tournai	Mont-Saint-Aubert	-	-	3.3833333	50.65	-
34007	BE	BE-WAL	Hainaut	Thuin	-	Morlanwelz	Mont-Sainte-Aldegonde	-	-	4.2166667	50.4333333	-
34008	BE	BE-WAL	Hainaut	Thuin	-	Lobbes	Mont-Sainte-Geneviève	-	-	4.2166667	50.3666667	-
34009	BE	BE-WAL	Brabant Wallon	Nivelles	-	Mont-Saint-Guibert	Mont-Saint-Guibert	-	-	4.6166667	50.6333333	-
34010	BE	BE-WAL	Hainaut	Charleroi	-	Charleroi	Mont-sur-Marchienne	-	-	4.4	50.3833333	-
34011	BE	BE-WAL	Liège	Virviers	-	Plombières	Montzen	-	-	5.9666667	50.7	-
34012	BE	BE-VLG	Oost-Vlaanderen	Aalst	-	Aalst	Moorsel	-	-	4.1	50.95	-
34013	BE	BE-VLG	West-Vlaanderen	Kortrijk	-	Wevelgem	Moorsele	-	-	3.15	50.8333333	-
34014	BE	BE-VLG	West-Vlaanderen	Roeselare	-	Moorslede	Moorslede	-	-	3.0666667	50.8833333	-
34015	BE	BE-VLG	Oost-Vlaanderen	Gent	-	Oosterzele	Moortsele	-	-	3.7833333	50.9666667	-
34016	BE	BE-VLG	Limburg	Tongeren	-	Bilzen	Mopertingen	-	-	5.5666667	50.8666667	-
34017	BE	BE-VLG	Oost-Vlaanderen	Oudenaarde	-	Wortegem-Petegem	Moregem	-	-	3.55	50.85	-
34018	BE	BE-WAL	Liège	Virviers	-	Plombières	Moresnet	-	-	5.9833333	50.7166667	-
34019	BE	BE-WAL	Luxembourg	Bastogne	-	Vaux-sur-Sûre	Morhet	-	-	5.5833333	49.9666667	-
34020	BE	BE-WAL	Namur	Philippeville	-	Florennes	Morialmé	-	-	4.5666667	50.2833333	-
34021	BE	BE-VLG	Antwerpen	Turnhout	-	Herentals	Morkhoven	-	-	4.8	51.1166667	-
34022	BE	BE-WAL	Hainaut	Thuin	-	Morlanwelz	Morlanwelz	-	-	4.2333333	50.45	-
34023	BE	BE-WAL	Hainaut	Thuin	-	Morlanwelz	Morlanwelz-Mariemont	-	-	4.2333333	50.45	-
34024	BE	BE-WAL	Luxembourg	Marche-en-Famenne	-	Erezée	Mormont	-	-	5.5833333	50.3166667	-
34025	BE	BE-WAL	Namur	Virton	-	Jemeppe-sur-Sambre	Mornimont	-	-	4.7	50.45	-
34026	BE	BE-WAL	Liège	Liège	-	Blégny	Mortier	-	-	5.7333333	50.6833333	-
34027	BE	BE-WAL	Liège	Liège	-	Dalhem	Mortroux	-	-	5.75	50.7166667	-
34028	BE	BE-VLG	Antwerpen	Antwerpen	-	Mortsel	-	-	-	4.4666667	51.1666667	-
34029	BE	BE-WAL	Namur	Philippeville	-	Florennes	Morville	-	-	4.7333333	50.2333333	-
34031	BE	BE-WAL	Hainaut	Ath	-	Ath	Moulbaix	-	-	3.7166667	50.6	-
34032	BE	BE-WAL	Liège	Tournai	-	Tournai	Mourcourt	-	-	3.4333333	50.65	-
34033	BE	BE-WAL	Hainaut	Mouscron	-	Mouscron	Mouscron	-	-	3.2166667	50.7333333	-
34034	BE	BE-WAL	Hainaut	Ath	-	Frasnes-lez-Anvaing	Moustier	-	-	3.6	50.65	-
34035	BE	BE-WAL	Namur	Virton	-	Jemeppe-sur-Sambre	Moustier-sur-Sambre	-	-	4.6833333	50.4666667	-
34036	BE	BE-WAL	Namur	Dinant	-	Vresse-sur-Semois	Mouzaive	-	-	4.9666667	49.85	-
34037	BE	BE-WAL	Liège	Waremme	-	Hannut	Moxhe	-	-	5.0833333	50.6333333	-
34038	BE	BE-WAL	Namur	Virton	-	Gesves	Mozet	-	-	4.9666667	50.4333333	-
34039	BE	BE-VLG	Limburg	Hasselt	-	Gingelom	Muizen	-	-	5.1666667	50.7666667	-
34040	BE	BE-VLG	Antwerpen	Mechelen	-	Mechelen	Muizen	-	-	4.5166667	51.0166667	-
34041	BE	BE-VLG	Oost-Vlaanderen	Oudenaarde	-	Oudenaarde	Mullem	-	-	3.6	50.9	-
34042	BE	BE-VLG	Oost-Vlaanderen	Oudenaarde	-	Zwalm	Munkzwalm	-	-	3.7333333	50.8833333	-
34043	BE	BE-WAL	Luxembourg	Virton	-	Florenville	Muno	-	-	5.1666667	49.7166667	-
34044	BE	BE-VLG	Limburg	Tongeren	-	Bilzen	Munsterbilzen	-	-	5.5166667	50.8833333	-
34045	BE	BE-VLG	Oost-Vlaanderen	Gent	-	Merelbeke	Munte	-	-	3.75	50.95	-
34046	BE	BE-WAL	Luxembourg	Virton	-	Musson	Musson	-	-	5.7	49.5666667	-
34047	BE	BE-WAL	Luxembourg	Virton	-	Musson	Mussy-la-Ville	-	-	5.6666667	49.5833333	-
34048	BE	BE-WAL	Liège	Huy	-	Ferrières	My	-	-	5.5666667	50.4	-
34049	BE	BE-WAL	Hainaut	Soignies	-	Soignies	Naast	-	-	4.0833333	50.55	-
34050	BE	BE-WAL	Luxembourg	Bastogne	-	Houffalize	Nadrin	-	-	5.6833333	50.1666667	-
34051	BE	BE-WAL	Namur	Dinant	-	Vresse-sur-Semois	Nafraiture	-	-	4.9166667	49.9166667	-
34052	BE	BE-WAL	Hainaut	Thuin	-	Ham-sur-Heure-Nalinnes	Nalinnes	-	-	4.4333333	50.3166667	-
34053	BE	BE-WAL	Namur	Virton	-	Andenne	Namêche	-	-	5	50.4666667	-
34054	BE	BE-WAL	Namur	Virton	-	Namur	Namur	-	-	4.8666667	50.4666667	-
34055	BE	BE-WAL	Liège	Huy	-	Nandrin	Nandrin	-	-	5.4166667	50.5	-
34056	BE	BE-WAL	Namur	Virton	-	Namur	Naninne	-	-	4.9166667	50.4166667	-
34057	BE	BE-WAL	Namur	Dinant	-	Bièvre	Naomé	-	-	5.0833333	49.9166667	-
34058	BE	BE-WAL	Luxembourg	Marche-en-Famenne	-	Nassogne	Nassogne	-	-	5.35	50.1333333	-
34059	BE	BE-WAL	Namur	Dinant	-	Hamois	Natoye	-	-	5.0666667	50.3333333	-
34060	BE	BE-VLG	Oost-Vlaanderen	Gent	-	Nazareth	Nazareth	-	-	3.6	50.9666667	-
34061	BE	BE-WAL	Liège	Tournai	-	Estaimpuis	Néchin	-	-	3.25	50.6666667	-
34062	BE	BE-VLG	Oost-Vlaanderen	Aalst	-	Geraardsbergen	Nederboelare	-	-	3.8666667	50.7833333	-
34063	BE	BE-VLG	Oost-Vlaanderen	Oudenaarde	-	Brakel	Nederbrakel	-	-	3.7666667	50.8	-
34064	BE	BE-VLG	Oost-Vlaanderen	Oudenaarde	-	Oudenaarde	Nederename	-	-	3.6333333	50.8666667	-
34065	BE	BE-VLG	Oost-Vlaanderen	Aalst	-	Ninove	Nederhasselt	-	-	3.9666667	50.85	-
34066	BE	BE-VLG	Vlaams Brabant	Halle-Vilvoorde	-	Kampenhout	Nederokkerzeel	-	-	4.5666667	50.9166667	-
34067	BE	BE-BRU	-	-	-	Bruxelles	Neder-over-Heembeek	-	-	4.3833333	50.9	-
34068	BE	BE-VLG	Oost-Vlaanderen	Oudenaarde	-	Zwalm	Hermelgem	-	-	3.6833333	50.8833333	-
34069	BE	BE-VLG	Limburg	Maaseik	-	Meeuwen-Gruitrode	Neerglabbeek	-	-	5.6166667	51.1	-
34070	BE	BE-VLG	Limburg	Tongeren	-	Lanaken	Neerharen	-	-	5.6833333	50.9166667	-
34071	BE	BE-VLG	Vlaams Brabant	Leuven	-	Linter	Neerhespen	-	-	5.05	50.8	-
34072	BE	BE-WAL	Namur	Philippeville	-	Florennes	Neerheylissem	-	-	4.9833333	50.75	-
34073	BE	BE-VLG	Vlaams Brabant	Leuven	-	Huldenberg	Neerijse	-	-	4.6166667	50.8166667	-
34074	BE	BE-VLG	Vlaams Brabant	Leuven	-	Landen	Neerlanden	-	-	5.0833333	50.7833333	-
34075	BE	BE-VLG	Vlaams Brabant	Leuven	-	Linter	Neerlinter	-	-	5.0333333	50.8333333	-
34076	BE	BE-VLG	Limburg	Maaseik	-	Maaseik	Neeroeteren	-	-	5.7	51.0833333	-
34077	BE	BE-VLG	Limburg	Maaseik	-	Neerpelt	Neerpelt	-	-	5.4166667	51.2166667	-
34078	BE	BE-VLG	Limburg	Tongeren	-	Tongeren	Neerrepen	-	-	5.4333333	50.8166667	-
34079	BE	BE-VLG	Vlaams Brabant	Leuven	-	Boutersem	Neervelp	-	-	4.8166667	50.8166667	-
34081	BE	BE-VLG	Vlaams Brabant	Leuven	-	Landen	Neerwinden	-	-	5.05	50.7666667	-
34082	BE	BE-VLG	Oost-Vlaanderen	Aalst	-	Ninove	Neigem	-	-	4.05	50.8	-
34083	BE	BE-VLG	Limburg	Tongeren	-	Tongeren	Nerem	-	-	5.5	50.7666667	-
34084	BE	BE-WAL	Liège	Liège	-	Trooz	Nessonvaux	-	-	5.7333333	50.5833333	-
34085	BE	BE-WAL	Brabant Wallon	Nivelles	-	Grez-Doiceau	Nethen	-	-	4.65	50.8	-
34086	BE	BE-WAL	Namur	Dinant	-	Somme-Leuze	Nettinne	-	-	5.2666667	50.2833333	-
34087	BE	BE-WAL	Luxembourg	Neufchâteau	-	Neufchâteau	Neufchâteau	-	-	5.4166667	49.8333333	-
34088	BE	BE-WAL	Liège	Liège	-	Dalhem	Neufchâteau	-	-	5.7666667	50.7166667	-
34089	BE	BE-WAL	Hainaut	Mons	-	Saint-Ghislain	Neufmaison	-	-	3.7833333	50.5166667	-
34090	BE	BE-WAL	Hainaut	Soignies	-	Soignies	Neufvilles	-	-	4	50.5666667	-
34091	BE	BE-WAL	Liège	Virviers	-	Kelmis	Neu-Moresnet	-	-	6.0166667	50.7166667	-
34092	BE	BE-WAL	Liège	Liège	-	Neupré	Neupré	-	-	5.4666667	50.5333333	-
34093	BE	BE-WAL	Namur	Philippeville	-	Philippeville	Neuville	-	-	4.5166667	50.1833333	-
34094	BE	BE-WAL	Liège	Liège	-	Neupré	Neuville-en-Condroz	-	-	5.45	50.5333333	-
34095	BE	BE-VLG	Oost-Vlaanderen	Gent	-	Nevele	Nevele	-	-	3.55	51.0333333	-
34096	BE	BE-VLG	Antwerpen	Antwerpen	-	Niel	-	-	-	4.3333333	51.1166667	-
34097	BE	BE-VLG	Limburg	Hasselt	-	As	Niel-bij-As	-	-	5.6	51.0166667	-
34098	BE	BE-VLG	Limburg	Hasselt	-	Gingelom	Niel-bij-Sint-Truiden	-	-	5.1333333	50.7333333	-
34099	BE	BE-VLG	Oost-Vlaanderen	Aalst	-	Geraardsbergen	Nieuwenhove	-	-	3.9833333	50.7833333	-
34100	BE	BE-VLG	Vlaams Brabant	Halle-Vilvoorde	-	Kapelle-op-den-Bos	Nieuwenrode	-	-	4.35	50.9833333	-
34101	BE	BE-VLG	Limburg	Hasselt	-	Nieuwerkerken	Nieuwerkerken	-	-	5.1833333	50.8666667	-
34102	BE	BE-VLG	Oost-Vlaanderen	Aalst	-	Aalst	Nieuwerkerken	-	-	4	50.9166667	-
34103	BE	BE-VLG	West-Vlaanderen	Diksmuide	-	Diksmuide	Nieuwkapelle	-	-	2.8	51	-
34104	BE	BE-VLG	West-Vlaanderen	Leper	-	Heuvelland	Nieuwkerke	-	-	2.8166667	50.75	-
34105	BE	BE-VLG	Oost-Vlaanderen	Sint-Niklaas	-	Sint-Niklaas	Nieuwkerken-Waas	-	-	4.1833333	51.2	-
34106	BE	BE-VLG	West-Vlaanderen	Brugge	-	Zuienkerke	Nieuwmunster	-	-	3.0833333	51.2833333	-
34107	BE	BE-VLG	West-Vlaanderen	Veurne	-	Nieuwpoort	Nieuwpoort	-	-	2.75	51.1333333	-
34108	BE	BE-VLG	Vlaams Brabant	Leuven	-	Holsbeek	Nieuwrode	-	-	4.8333333	50.95	-
34109	BE	BE-VLG	Antwerpen	Mechelen	-	Nijlen	Nijlen	-	-	4.65	51.1666667	-
34110	BE	BE-WAL	Brabant Wallon	Nivelles	-	Walhain	Nil-Saint-Vincent-Saint-Martin	-	-	4.6833333	50.65	-
34111	BE	BE-WAL	Hainaut	Mons	-	Mons	Nimy	-	-	3.95	50.4666667	-
34112	BE	BE-VLG	Oost-Vlaanderen	Aalst	-	Ninove	Ninove	-	-	4.0166667	50.8333333	-
34113	BE	BE-WAL	Namur	Philippeville	-	Viroinval	Nismes	-	-	4.55	50.0833333	-
34114	BE	BE-WAL	Brabant Wallon	Nivelles	-	Nivelles	Nivelles	-	-	4.3333333	50.6	-
34115	BE	BE-WAL	Namur	Philippeville	-	Doische	Niverlée	-	-	4.7	50.1166667	-
34116	BE	BE-WAL	Luxembourg	Bastogne	-	Vaux-sur-Sûre	Nives	-	-	5.6	49.9166667	-
34117	BE	BE-WAL	Luxembourg	Arlon	-	Attert	Nobressart	-	-	5.7166667	49.75	-
34118	BE	BE-WAL	Brabant Wallon	Nivelles	-	Beauvechain	Nodebais	-	-	4.7333333	50.7666667	-
34119	BE	BE-WAL	Brabant Wallon	Nivelles	-	Nivelles	Noduwez	-	-	4.9666667	50.7333333	-
34120	BE	BE-WAL	Hainaut	Mons	-	Frameries	Noirchain	-	-	3.9166667	50.4	-
34121	BE	BE-WAL	Luxembourg	Neufchâteau	-	Bouillon	Noirefontaine	-	-	5.1	49.8166667	-
34122	BE	BE-WAL	Namur	Dinant	-	Somme-Leuze	Noiseux	-	-	5.3833333	50.3	-
34123	BE	BE-VLG	Oost-Vlaanderen	Oudenaarde	-	Kruishoutem	Nokere	-	-	3.5	50.8833333	-
34124	BE	BE-WAL	Luxembourg	Neufchâteau	-	Paliseul	Nollevaux	-	-	5.1166667	49.8833333	-
34125	BE	BE-VLG	Antwerpen	Turnhout	-	Herentals	Noorderwijk	-	-	4.8333333	51.15	-
34126	BE	BE-VLG	West-Vlaanderen	Diksmuide	-	Lo-Reninge	Noordschote	-	-	2.8166667	50.95	-
34127	BE	BE-VLG	Vlaams Brabant	Halle-Vilvoorde	-	Zaventem	Nossegem	-	-	4.5	50.8833333	-
34128	BE	BE-WAL	Luxembourg	Arlon	-	Attert	Nothomb	-	-	5.7833333	49.7833333	-
34129	BE	BE-WAL	Hainaut	Mons	-	Mons	Nouvelles	-	-	3.95	50.4166667	-
34130	BE	BE-WAL	Luxembourg	Bastogne	-	Bastogne	Noville	-	-	5.7666667	50.0666667	-
